,Copo,City_Name,Distribution Date,Amount,TAG AGENCIES,ADDRESS,CITY,STATE,ZIP,PHONE1,LONGITUDE,LATITUDE,Location,zip,city,county_name
1245,1620.0,Faxon,9-Apr-19,20.05,,,,,,,,,,,,
1246,1620.0,Faxon,10-May-19,16.85,,,,,,,,,,,,
1247,1620.0,Faxon,11-Jun-19,24.91,,,,,,,,,,,,
1248,1623.0,Medicine Park,10-Jul-18,72.58,,,,,,,,,,,,
1249,1623.0,Medicine Park,10-Aug-18,71.51,,,,,,,,,,,,
1250,1623.0,Medicine Park,11-Sep-18,70.23,,,,,,,,,,,,
1251,1623.0,Medicine Park,8-Oct-18,61.10,,,,,,,,,,,,
1252,1623.0,Medicine Park,13-Nov-18,75.47,,,,,,,,,,,,
1253,1623.0,Medicine Park,11-Dec-18,69.01,,,,,,,,,,,,
1254,1623.0,Medicine Park,10-Jan-19,66.97,,,,,,,,,,,,
1255,1623.0,Medicine Park,11-Feb-19,68.01,,,,,,,,,,,,
1256,1623.0,Medicine Park,11-Mar-19,55.63,,,,,,,,,,,,
1257,1623.0,Medicine Park,9-Apr-19,67.09,,,,,,,,,,,,
1258,1623.0,Medicine Park,10-May-19,56.38,,,,,,,,,,,,
1259,1623.0,Medicine Park,11-Jun-19,83.34,,,,,,,,,,,,
1260,1625.0,Fletcher,10-Jul-18,186.75,Fletcher Tag Agency,428 Cole,Fletcher,OK,73541.0,(580) 549-6558,-98.243707,34.822946,"(34.822946, -98.243707)",73541.0,Fletcher,Comanche
1261,1625.0,Fletcher,10-Aug-18,183.99,Fletcher Tag Agency,428 Cole,Fletcher,OK,73541.0,(580) 549-6558,-98.243707,34.822946,"(34.822946, -98.243707)",73541.0,Fletcher,Comanche
1262,1625.0,Fletcher,11-Sep-18,180.70,Fletcher Tag Agency,428 Cole,Fletcher,OK,73541.0,(580) 549-6558,-98.243707,34.822946,"(34.822946, -98.243707)",73541.0,Fletcher,Comanche
1263,1625.0,Fletcher,8-Oct-18,157.22,Fletcher Tag Agency,428 Cole,Fletcher,OK,73541.0,(580) 549-6558,-98.243707,34.822946,"(34.822946, -98.243707)",73541.0,Fletcher,Comanche
1264,1625.0,Fletcher,13-Nov-18,194.19,Fletcher Tag Agency,428 Cole,Fletcher,OK,73541.0,(580) 549-6558,-98.243707,34.822946,"(34.822946, -98.243707)",73541.0,Fletcher,Comanche
1265,1625.0,Fletcher,11-Dec-18,177.57,Fletcher Tag Agency,428 Cole,Fletcher,OK,73541.0,(580) 549-6558,-98.243707,34.822946,"(34.822946, -98.243707)",73541.0,Fletcher,Comanche
1266,1625.0,Fletcher,10-Jan-19,172.31,Fletcher Tag Agency,428 Cole,Fletcher,OK,73541.0,(580) 549-6558,-98.243707,34.822946,"(34.822946, -98.243707)",73541.0,Fletcher,Comanche
1267,1625.0,Fletcher,11-Feb-19,174.99,Fletcher Tag Agency,428 Cole,Fletcher,OK,73541.0,(580) 549-6558,-98.243707,34.822946,"(34.822946, -98.243707)",73541.0,Fletcher,Comanche
1268,1625.0,Fletcher,11-Mar-19,143.13,Fletcher Tag Agency,428 Cole,Fletcher,OK,73541.0,(580) 549-6558,-98.243707,34.822946,"(34.822946, -98.243707)",73541.0,Fletcher,Comanche
1269,1625.0,Fletcher,9-Apr-19,172.62,Fletcher Tag Agency,428 Cole,Fletcher,OK,73541.0,(580) 549-6558,-98.243707,34.822946,"(34.822946, -98.243707)",73541.0,Fletcher,Comanche
1270,1625.0,Fletcher,10-May-19,145.07,Fletcher Tag Agency,428 Cole,Fletcher,OK,73541.0,(580) 549-6558,-98.243707,34.822946,"(34.822946, -98.243707)",73541.0,Fletcher,Comanche
1271,1625.0,Fletcher,11-Jun-19,214.44,Fletcher Tag Agency,428 Cole,Fletcher,OK,73541.0,(580) 549-6558,-98.243707,34.822946,"(34.822946, -98.243707)",73541.0,Fletcher,Comanche
1272,1630.0,Geronimo,10-Jul-18,199.47,,,,,,,,,,,,
1273,1630.0,Geronimo,10-Aug-18,196.52,,,,,,,,,,,,
1274,1630.0,Geronimo,11-Sep-18,193.01,,,,,,,,,,,,
1275,1630.0,Geronimo,8-Oct-18,167.93,,,,,,,,,,,,
1276,1630.0,Geronimo,13-Nov-18,207.42,,,,,,,,,,,,
1277,1630.0,Geronimo,11-Dec-18,189.66,,,,,,,,,,,,
1278,1630.0,Geronimo,10-Jan-19,184.05,,,,,,,,,,,,
1279,1630.0,Geronimo,11-Feb-19,186.92,,,,,,,,,,,,
1280,1630.0,Geronimo,11-Mar-19,152.89,,,,,,,,,,,,
1281,1630.0,Geronimo,9-Apr-19,184.38,,,,,,,,,,,,
1282,1630.0,Geronimo,10-May-19,154.96,,,,,,,,,,,,
1283,1630.0,Geronimo,11-Jun-19,229.04,,,,,,,,,,,,
1284,1635.0,Indiahoma,10-Jul-18,53.66,,,,,,,,,,,,
1285,1635.0,Indiahoma,10-Aug-18,52.87,,,,,,,,,,,,
1286,1635.0,Indiahoma,11-Sep-18,51.92,,,,,,,,,,,,
1287,1635.0,Indiahoma,8-Oct-18,45.18,,,,,,,,,,,,
1288,1635.0,Indiahoma,13-Nov-18,55.80,,,,,,,,,,,,
1289,1635.0,Indiahoma,11-Dec-18,51.02,,,,,,,,,,,,
1290,1635.0,Indiahoma,10-Jan-19,49.51,,,,,,,,,,,,
1291,1635.0,Indiahoma,11-Feb-19,50.28,,,,,,,,,,,,
1292,1635.0,Indiahoma,11-Mar-19,41.13,,,,,,,,,,,,
1293,1635.0,Indiahoma,9-Apr-19,49.60,,,,,,,,,,,,
1294,1635.0,Indiahoma,10-May-19,41.68,,,,,,,,,,,,
1295,1635.0,Indiahoma,11-Jun-19,61.62,,,,,,,,,,,,
1296,1640.0,Lawton,10-Jul-18,"15,284.49",Comanche County Motor License Agency,902 South West 38th Street,Lawton,OK,73505.0,(580) 355-3810,-98.439555,34.599459,"(34.599459, -98.439555)",73505.0,Lawton,Comanche
1297,1640.0,Lawton,10-Jul-18,"15,284.49",Lawton Fort Sill Tag Agency,29 South West D Avenue,Lawton,OK,73501.0,(580) 355-8247,-98.3879,34.604224,"(34.604224, -98.3879)",73501.0,Lawton,Comanche
1298,1640.0,Lawton,10-Jul-18,"15,284.49",Medicine Park Tag Agency,11 Autumn Drive,Lawton,OK,73501.0,(580) 529-5298,-98.367138,34.594374,"(34.594374, -98.367138)",73501.0,Lawton,Comanche
1299,1640.0,Lawton,10-Jul-18,"15,284.49",Motor Vehicle Tag Agency,1303 1/2 Lee Boulevard,Lawton,OK,73501.0,(580) 248-4565,-98.40741,34.5945,"(34.5945, -98.40741)",73501.0,Lawton,Comanche
1300,1640.0,Lawton,10-Aug-18,"15,058.72",Comanche County Motor License Agency,902 South West 38th Street,Lawton,OK,73505.0,(580) 355-3810,-98.439555,34.599459,"(34.599459, -98.439555)",73505.0,Lawton,Comanche
1301,1640.0,Lawton,10-Aug-18,"15,058.72",Lawton Fort Sill Tag Agency,29 South West D Avenue,Lawton,OK,73501.0,(580) 355-8247,-98.3879,34.604224,"(34.604224, -98.3879)",73501.0,Lawton,Comanche
1302,1640.0,Lawton,10-Aug-18,"15,058.72",Medicine Park Tag Agency,11 Autumn Drive,Lawton,OK,73501.0,(580) 529-5298,-98.367138,34.594374,"(34.594374, -98.367138)",73501.0,Lawton,Comanche
1303,1640.0,Lawton,10-Aug-18,"15,058.72",Motor Vehicle Tag Agency,1303 1/2 Lee Boulevard,Lawton,OK,73501.0,(580) 248-4565,-98.40741,34.5945,"(34.5945, -98.40741)",73501.0,Lawton,Comanche
1304,1640.0,Lawton,11-Sep-18,"14,789.76",Comanche County Motor License Agency,902 South West 38th Street,Lawton,OK,73505.0,(580) 355-3810,-98.439555,34.599459,"(34.599459, -98.439555)",73505.0,Lawton,Comanche
1305,1640.0,Lawton,11-Sep-18,"14,789.76",Lawton Fort Sill Tag Agency,29 South West D Avenue,Lawton,OK,73501.0,(580) 355-8247,-98.3879,34.604224,"(34.604224, -98.3879)",73501.0,Lawton,Comanche
1306,1640.0,Lawton,11-Sep-18,"14,789.76",Medicine Park Tag Agency,11 Autumn Drive,Lawton,OK,73501.0,(580) 529-5298,-98.367138,34.594374,"(34.594374, -98.367138)",73501.0,Lawton,Comanche
1307,1640.0,Lawton,11-Sep-18,"14,789.76",Motor Vehicle Tag Agency,1303 1/2 Lee Boulevard,Lawton,OK,73501.0,(580) 248-4565,-98.40741,34.5945,"(34.5945, -98.40741)",73501.0,Lawton,Comanche
1308,1640.0,Lawton,8-Oct-18,"12,867.93",Comanche County Motor License Agency,902 South West 38th Street,Lawton,OK,73505.0,(580) 355-3810,-98.439555,34.599459,"(34.599459, -98.439555)",73505.0,Lawton,Comanche
1309,1640.0,Lawton,8-Oct-18,"12,867.93",Lawton Fort Sill Tag Agency,29 South West D Avenue,Lawton,OK,73501.0,(580) 355-8247,-98.3879,34.604224,"(34.604224, -98.3879)",73501.0,Lawton,Comanche
1310,1640.0,Lawton,8-Oct-18,"12,867.93",Medicine Park Tag Agency,11 Autumn Drive,Lawton,OK,73501.0,(580) 529-5298,-98.367138,34.594374,"(34.594374, -98.367138)",73501.0,Lawton,Comanche
1311,1640.0,Lawton,8-Oct-18,"12,867.93",Motor Vehicle Tag Agency,1303 1/2 Lee Boulevard,Lawton,OK,73501.0,(580) 248-4565,-98.40741,34.5945,"(34.5945, -98.40741)",73501.0,Lawton,Comanche
1312,1640.0,Lawton,13-Nov-18,"15,893.74",Comanche County Motor License Agency,902 South West 38th Street,Lawton,OK,73505.0,(580) 355-3810,-98.439555,34.599459,"(34.599459, -98.439555)",73505.0,Lawton,Comanche
1313,1640.0,Lawton,13-Nov-18,"15,893.74",Lawton Fort Sill Tag Agency,29 South West D Avenue,Lawton,OK,73501.0,(580) 355-8247,-98.3879,34.604224,"(34.604224, -98.3879)",73501.0,Lawton,Comanche
1314,1640.0,Lawton,13-Nov-18,"15,893.74",Medicine Park Tag Agency,11 Autumn Drive,Lawton,OK,73501.0,(580) 529-5298,-98.367138,34.594374,"(34.594374, -98.367138)",73501.0,Lawton,Comanche
1315,1640.0,Lawton,13-Nov-18,"15,893.74",Motor Vehicle Tag Agency,1303 1/2 Lee Boulevard,Lawton,OK,73501.0,(580) 248-4565,-98.40741,34.5945,"(34.5945, -98.40741)",73501.0,Lawton,Comanche
1316,1640.0,Lawton,11-Dec-18,"14,533.08",Comanche County Motor License Agency,902 South West 38th Street,Lawton,OK,73505.0,(580) 355-3810,-98.439555,34.599459,"(34.599459, -98.439555)",73505.0,Lawton,Comanche
1317,1640.0,Lawton,11-Dec-18,"14,533.08",Lawton Fort Sill Tag Agency,29 South West D Avenue,Lawton,OK,73501.0,(580) 355-8247,-98.3879,34.604224,"(34.604224, -98.3879)",73501.0,Lawton,Comanche
1318,1640.0,Lawton,11-Dec-18,"14,533.08",Medicine Park Tag Agency,11 Autumn Drive,Lawton,OK,73501.0,(580) 529-5298,-98.367138,34.594374,"(34.594374, -98.367138)",73501.0,Lawton,Comanche
1319,1640.0,Lawton,11-Dec-18,"14,533.08",Motor Vehicle Tag Agency,1303 1/2 Lee Boulevard,Lawton,OK,73501.0,(580) 248-4565,-98.40741,34.5945,"(34.5945, -98.40741)",73501.0,Lawton,Comanche
1320,1640.0,Lawton,10-Jan-19,"14,102.79",Comanche County Motor License Agency,902 South West 38th Street,Lawton,OK,73505.0,(580) 355-3810,-98.439555,34.599459,"(34.599459, -98.439555)",73505.0,Lawton,Comanche
1321,1640.0,Lawton,10-Jan-19,"14,102.79",Lawton Fort Sill Tag Agency,29 South West D Avenue,Lawton,OK,73501.0,(580) 355-8247,-98.3879,34.604224,"(34.604224, -98.3879)",73501.0,Lawton,Comanche
1322,1640.0,Lawton,10-Jan-19,"14,102.79",Medicine Park Tag Agency,11 Autumn Drive,Lawton,OK,73501.0,(580) 529-5298,-98.367138,34.594374,"(34.594374, -98.367138)",73501.0,Lawton,Comanche
1323,1640.0,Lawton,10-Jan-19,"14,102.79",Motor Vehicle Tag Agency,1303 1/2 Lee Boulevard,Lawton,OK,73501.0,(580) 248-4565,-98.40741,34.5945,"(34.5945, -98.40741)",73501.0,Lawton,Comanche
1324,1640.0,Lawton,11-Feb-19,"14,322.64",Comanche County Motor License Agency,902 South West 38th Street,Lawton,OK,73505.0,(580) 355-3810,-98.439555,34.599459,"(34.599459, -98.439555)",73505.0,Lawton,Comanche
1325,1640.0,Lawton,11-Feb-19,"14,322.64",Lawton Fort Sill Tag Agency,29 South West D Avenue,Lawton,OK,73501.0,(580) 355-8247,-98.3879,34.604224,"(34.604224, -98.3879)",73501.0,Lawton,Comanche
1326,1640.0,Lawton,11-Feb-19,"14,322.64",Medicine Park Tag Agency,11 Autumn Drive,Lawton,OK,73501.0,(580) 529-5298,-98.367138,34.594374,"(34.594374, -98.367138)",73501.0,Lawton,Comanche
1327,1640.0,Lawton,11-Feb-19,"14,322.64",Motor Vehicle Tag Agency,1303 1/2 Lee Boulevard,Lawton,OK,73501.0,(580) 248-4565,-98.40741,34.5945,"(34.5945, -98.40741)",73501.0,Lawton,Comanche
1328,1640.0,Lawton,11-Mar-19,"11,715.04",Comanche County Motor License Agency,902 South West 38th Street,Lawton,OK,73505.0,(580) 355-3810,-98.439555,34.599459,"(34.599459, -98.439555)",73505.0,Lawton,Comanche
1329,1640.0,Lawton,11-Mar-19,"11,715.04",Lawton Fort Sill Tag Agency,29 South West D Avenue,Lawton,OK,73501.0,(580) 355-8247,-98.3879,34.604224,"(34.604224, -98.3879)",73501.0,Lawton,Comanche
1330,1640.0,Lawton,11-Mar-19,"11,715.04",Medicine Park Tag Agency,11 Autumn Drive,Lawton,OK,73501.0,(580) 529-5298,-98.367138,34.594374,"(34.594374, -98.367138)",73501.0,Lawton,Comanche
1331,1640.0,Lawton,11-Mar-19,"11,715.04",Motor Vehicle Tag Agency,1303 1/2 Lee Boulevard,Lawton,OK,73501.0,(580) 248-4565,-98.40741,34.5945,"(34.5945, -98.40741)",73501.0,Lawton,Comanche
1332,1640.0,Lawton,9-Apr-19,"14,128.12",Comanche County Motor License Agency,902 South West 38th Street,Lawton,OK,73505.0,(580) 355-3810,-98.439555,34.599459,"(34.599459, -98.439555)",73505.0,Lawton,Comanche
1333,1640.0,Lawton,9-Apr-19,"14,128.12",Lawton Fort Sill Tag Agency,29 South West D Avenue,Lawton,OK,73501.0,(580) 355-8247,-98.3879,34.604224,"(34.604224, -98.3879)",73501.0,Lawton,Comanche
1334,1640.0,Lawton,9-Apr-19,"14,128.12",Medicine Park Tag Agency,11 Autumn Drive,Lawton,OK,73501.0,(580) 529-5298,-98.367138,34.594374,"(34.594374, -98.367138)",73501.0,Lawton,Comanche
1335,1640.0,Lawton,9-Apr-19,"14,128.12",Motor Vehicle Tag Agency,1303 1/2 Lee Boulevard,Lawton,OK,73501.0,(580) 248-4565,-98.40741,34.5945,"(34.5945, -98.40741)",73501.0,Lawton,Comanche
1336,1640.0,Lawton,10-May-19,"11,873.76",Comanche County Motor License Agency,902 South West 38th Street,Lawton,OK,73505.0,(580) 355-3810,-98.439555,34.599459,"(34.599459, -98.439555)",73505.0,Lawton,Comanche
1337,1640.0,Lawton,10-May-19,"11,873.76",Lawton Fort Sill Tag Agency,29 South West D Avenue,Lawton,OK,73501.0,(580) 355-8247,-98.3879,34.604224,"(34.604224, -98.3879)",73501.0,Lawton,Comanche
1338,1640.0,Lawton,10-May-19,"11,873.76",Medicine Park Tag Agency,11 Autumn Drive,Lawton,OK,73501.0,(580) 529-5298,-98.367138,34.594374,"(34.594374, -98.367138)",73501.0,Lawton,Comanche
1339,1640.0,Lawton,10-May-19,"11,873.76",Motor Vehicle Tag Agency,1303 1/2 Lee Boulevard,Lawton,OK,73501.0,(580) 248-4565,-98.40741,34.5945,"(34.5945, -98.40741)",73501.0,Lawton,Comanche
1340,1640.0,Lawton,11-Jun-19,"17,550.84",Comanche County Motor License Agency,902 South West 38th Street,Lawton,OK,73505.0,(580) 355-3810,-98.439555,34.599459,"(34.599459, -98.439555)",73505.0,Lawton,Comanche
1341,1640.0,Lawton,11-Jun-19,"17,550.84",Lawton Fort Sill Tag Agency,29 South West D Avenue,Lawton,OK,73501.0,(580) 355-8247,-98.3879,34.604224,"(34.604224, -98.3879)",73501.0,Lawton,Comanche
1342,1640.0,Lawton,11-Jun-19,"17,550.84",Medicine Park Tag Agency,11 Autumn Drive,Lawton,OK,73501.0,(580) 529-5298,-98.367138,34.594374,"(34.594374, -98.367138)",73501.0,Lawton,Comanche
1343,1640.0,Lawton,11-Jun-19,"17,550.84",Motor Vehicle Tag Agency,1303 1/2 Lee Boulevard,Lawton,OK,73501.0,(580) 248-4565,-98.40741,34.5945,"(34.5945, -98.40741)",73501.0,Lawton,Comanche
1344,1645.0,Sterling,10-Jul-18,128.19,,,,,,,,,,,,
1345,1645.0,Sterling,10-Aug-18,126.30,,,,,,,,,,,,
1346,1645.0,Sterling,11-Sep-18,124.04,,,,,,,,,,,,
1347,1645.0,Sterling,8-Oct-18,107.93,,,,,,,,,,,,
1348,1645.0,Sterling,13-Nov-18,133.30,,,,,,,,,,,,
1349,1645.0,Sterling,11-Dec-18,121.89,,,,,,,,,,,,
1350,1645.0,Sterling,10-Jan-19,118.28,,,,,,,,,,,,
1351,1645.0,Sterling,11-Feb-19,120.13,,,,,,,,,,,,
1352,1645.0,Sterling,11-Mar-19,98.26,,,,,,,,,,,,
1353,1645.0,Sterling,9-Apr-19,118.50,,,,,,,,,,,,
1354,1645.0,Sterling,10-May-19,99.59,,,,,,,,,,,,
1355,1645.0,Sterling,11-Jun-19,147.20,,,,,,,,,,,,
1356,1705.0,Devol,10-Jul-18,23.65,,,,,,,,,,,,
1357,1705.0,Devol,10-Aug-18,23.30,,,,,,,,,,,,
1358,1705.0,Devol,11-Sep-18,22.88,,,,,,,,,,,,
1359,1705.0,Devol,8-Oct-18,19.91,,,,,,,,,,,,
1360,1705.0,Devol,13-Nov-18,24.59,,,,,,,,,,,,
1361,1705.0,Devol,11-Dec-18,22.49,,,,,,,,,,,,
1362,1705.0,Devol,10-Jan-19,21.82,,,,,,,,,,,,
1363,1705.0,Devol,11-Feb-19,22.16,,,,,,,,,,,,
1364,1705.0,Devol,11-Mar-19,18.13,,,,,,,,,,,,
1365,1705.0,Devol,9-Apr-19,21.86,,,,,,,,,,,,
1366,1705.0,Devol,10-May-19,18.37,,,,,,,,,,,,
1367,1705.0,Devol,11-Jun-19,27.16,,,,,,,,,,,,
1368,1710.0,Randlett,10-Jul-18,68.34,,,,,,,,,,,,
1369,1710.0,Randlett,10-Aug-18,67.33,,,,,,,,,,,,
1370,1710.0,Randlett,11-Sep-18,66.13,,,,,,,,,,,,
1371,1710.0,Randlett,8-Oct-18,57.53,,,,,,,,,,,,
1372,1710.0,Randlett,13-Nov-18,71.06,,,,,,,,,,,,
1373,1710.0,Randlett,11-Dec-18,64.98,,,,,,,,,,,,
1374,1710.0,Randlett,10-Jan-19,63.05,,,,,,,,,,,,
1375,1710.0,Randlett,11-Feb-19,64.04,,,,,,,,,,,,
1376,1710.0,Randlett,11-Mar-19,52.38,,,,,,,,,,,,
1377,1710.0,Randlett,9-Apr-19,63.17,,,,,,,,,,,,
1378,1710.0,Randlett,10-May-19,53.09,,,,,,,,,,,,
1379,1710.0,Randlett,11-Jun-19,78.47,,,,,,,,,,,,
1380,1715.0,Temple,10-Jul-18,152.50,Temple Tag Agency,106 South Commercial,Temple,OK,73568.0,(580) 342-5579,-98.235879,34.269940000000005,"(34.26994, -98.235879)",73568.0,Temple,Cotton
1381,1715.0,Temple,10-Aug-18,150.24,Temple Tag Agency,106 South Commercial,Temple,OK,73568.0,(580) 342-5579,-98.235879,34.269940000000005,"(34.26994, -98.235879)",73568.0,Temple,Cotton
1382,1715.0,Temple,11-Sep-18,147.56,Temple Tag Agency,106 South Commercial,Temple,OK,73568.0,(580) 342-5579,-98.235879,34.269940000000005,"(34.26994, -98.235879)",73568.0,Temple,Cotton
1383,1715.0,Temple,8-Oct-18,128.39,Temple Tag Agency,106 South Commercial,Temple,OK,73568.0,(580) 342-5579,-98.235879,34.269940000000005,"(34.26994, -98.235879)",73568.0,Temple,Cotton
1384,1715.0,Temple,13-Nov-18,158.57,Temple Tag Agency,106 South Commercial,Temple,OK,73568.0,(580) 342-5579,-98.235879,34.269940000000005,"(34.26994, -98.235879)",73568.0,Temple,Cotton
1385,1715.0,Temple,11-Dec-18,145.00,Temple Tag Agency,106 South Commercial,Temple,OK,73568.0,(580) 342-5579,-98.235879,34.269940000000005,"(34.26994, -98.235879)",73568.0,Temple,Cotton
1386,1715.0,Temple,10-Jan-19,140.71,Temple Tag Agency,106 South Commercial,Temple,OK,73568.0,(580) 342-5579,-98.235879,34.269940000000005,"(34.26994, -98.235879)",73568.0,Temple,Cotton
1387,1715.0,Temple,11-Feb-19,142.90,Temple Tag Agency,106 South Commercial,Temple,OK,73568.0,(580) 342-5579,-98.235879,34.269940000000005,"(34.26994, -98.235879)",73568.0,Temple,Cotton
1388,1715.0,Temple,11-Mar-19,116.88,Temple Tag Agency,106 South Commercial,Temple,OK,73568.0,(580) 342-5579,-98.235879,34.269940000000005,"(34.26994, -98.235879)",73568.0,Temple,Cotton
1389,1715.0,Temple,9-Apr-19,140.96,Temple Tag Agency,106 South Commercial,Temple,OK,73568.0,(580) 342-5579,-98.235879,34.269940000000005,"(34.26994, -98.235879)",73568.0,Temple,Cotton
1390,1715.0,Temple,10-May-19,118.47,Temple Tag Agency,106 South Commercial,Temple,OK,73568.0,(580) 342-5579,-98.235879,34.269940000000005,"(34.26994, -98.235879)",73568.0,Temple,Cotton
1391,1715.0,Temple,11-Jun-19,175.11,Temple Tag Agency,106 South Commercial,Temple,OK,73568.0,(580) 342-5579,-98.235879,34.269940000000005,"(34.26994, -98.235879)",73568.0,Temple,Cotton
1392,1720.0,Walters,10-Jul-18,394.86,Walters Tag Agency,227 North Broadway,Walters,OK,73572.0,(580) 875-6555,-98.309324,34.359379,"(34.359379, -98.309324)",73572.0,Walters,Cotton
1393,1720.0,Walters,10-Aug-18,389.03,Walters Tag Agency,227 North Broadway,Walters,OK,73572.0,(580) 875-6555,-98.309324,34.359379,"(34.359379, -98.309324)",73572.0,Walters,Cotton
1394,1720.0,Walters,11-Sep-18,382.08,Walters Tag Agency,227 North Broadway,Walters,OK,73572.0,(580) 875-6555,-98.309324,34.359379,"(34.359379, -98.309324)",73572.0,Walters,Cotton
1395,1720.0,Walters,8-Oct-18,332.43,Walters Tag Agency,227 North Broadway,Walters,OK,73572.0,(580) 875-6555,-98.309324,34.359379,"(34.359379, -98.309324)",73572.0,Walters,Cotton
1396,1720.0,Walters,13-Nov-18,410.60,Walters Tag Agency,227 North Broadway,Walters,OK,73572.0,(580) 875-6555,-98.309324,34.359379,"(34.359379, -98.309324)",73572.0,Walters,Cotton
1397,1720.0,Walters,11-Dec-18,375.45,Walters Tag Agency,227 North Broadway,Walters,OK,73572.0,(580) 875-6555,-98.309324,34.359379,"(34.359379, -98.309324)",73572.0,Walters,Cotton
1398,1720.0,Walters,10-Jan-19,364.33,Walters Tag Agency,227 North Broadway,Walters,OK,73572.0,(580) 875-6555,-98.309324,34.359379,"(34.359379, -98.309324)",73572.0,Walters,Cotton
1399,1720.0,Walters,11-Feb-19,370.01,Walters Tag Agency,227 North Broadway,Walters,OK,73572.0,(580) 875-6555,-98.309324,34.359379,"(34.359379, -98.309324)",73572.0,Walters,Cotton
1400,1720.0,Walters,11-Mar-19,302.65,Walters Tag Agency,227 North Broadway,Walters,OK,73572.0,(580) 875-6555,-98.309324,34.359379,"(34.359379, -98.309324)",73572.0,Walters,Cotton
1401,1720.0,Walters,9-Apr-19,364.98,Walters Tag Agency,227 North Broadway,Walters,OK,73572.0,(580) 875-6555,-98.309324,34.359379,"(34.359379, -98.309324)",73572.0,Walters,Cotton
1402,1720.0,Walters,10-May-19,306.75,Walters Tag Agency,227 North Broadway,Walters,OK,73572.0,(580) 875-6555,-98.309324,34.359379,"(34.359379, -98.309324)",73572.0,Walters,Cotton
1403,1720.0,Walters,11-Jun-19,453.41,Walters Tag Agency,227 North Broadway,Walters,OK,73572.0,(580) 875-6555,-98.309324,34.359379,"(34.359379, -98.309324)",73572.0,Walters,Cotton
1404,1805.0,Big Cabin,10-Jul-18,41.43,,,,,,,,,,,,
1405,1805.0,Big Cabin,10-Aug-18,40.81,,,,,,,,,,,,
1406,1805.0,Big Cabin,11-Sep-18,40.09,,,,,,,,,,,,
1407,1805.0,Big Cabin,8-Oct-18,34.88,,,,,,,,,,,,
1408,1805.0,Big Cabin,13-Nov-18,43.08,,,,,,,,,,,,
1409,1805.0,Big Cabin,11-Dec-18,39.39,,,,,,,,,,,,
1410,1805.0,Big Cabin,10-Jan-19,38.22,,,,,,,,,,,,
1411,1805.0,Big Cabin,11-Feb-19,38.82,,,,,,,,,,,,
1412,1805.0,Big Cabin,11-Mar-19,31.75,,,,,,,,,,,,
1413,1805.0,Big Cabin,9-Apr-19,38.29,,,,,,,,,,,,
1414,1805.0,Big Cabin,10-May-19,32.18,,,,,,,,,,,,
1415,1805.0,Big Cabin,11-Jun-19,47.57,,,,,,,,,,,,
1416,1810.0,Bluejacket,10-Jul-18,53.33,,,,,,,,,,,,
1417,1810.0,Bluejacket,10-Aug-18,52.54,,,,,,,,,,,,
1418,1810.0,Bluejacket,11-Sep-18,51.61,,,,,,,,,,,,
1419,1810.0,Bluejacket,8-Oct-18,44.90,,,,,,,,,,,,
1420,1810.0,Bluejacket,13-Nov-18,55.46,,,,,,,,,,,,
1421,1810.0,Bluejacket,11-Dec-18,50.71,,,,,,,,,,,,
1422,1810.0,Bluejacket,10-Jan-19,49.21,,,,,,,,,,,,
1423,1810.0,Bluejacket,11-Feb-19,49.98,,,,,,,,,,,,
1424,1810.0,Bluejacket,11-Mar-19,40.88,,,,,,,,,,,,
1425,1810.0,Bluejacket,9-Apr-19,49.30,,,,,,,,,,,,
1426,1810.0,Bluejacket,10-May-19,41.43,,,,,,,,,,,,
1427,1810.0,Bluejacket,11-Jun-19,61.24,,,,,,,,,,,,
1428,1815.0,Ketchum,10-Jul-18,69.64,Ketchum Tag Office,121 West Ketchum,Ketchum,OK,74349.0,(918) 782-3364,-95.032749,36.52463,"(36.52463, -95.032749)",74349.0,Ketchum,Craig
1429,1815.0,Ketchum,10-Aug-18,68.61,Ketchum Tag Office,121 West Ketchum,Ketchum,OK,74349.0,(918) 782-3364,-95.032749,36.52463,"(36.52463, -95.032749)",74349.0,Ketchum,Craig
1430,1815.0,Ketchum,11-Sep-18,67.39,Ketchum Tag Office,121 West Ketchum,Ketchum,OK,74349.0,(918) 782-3364,-95.032749,36.52463,"(36.52463, -95.032749)",74349.0,Ketchum,Craig
1431,1815.0,Ketchum,8-Oct-18,58.63,Ketchum Tag Office,121 West Ketchum,Ketchum,OK,74349.0,(918) 782-3364,-95.032749,36.52463,"(36.52463, -95.032749)",74349.0,Ketchum,Craig
1432,1815.0,Ketchum,13-Nov-18,72.42,Ketchum Tag Office,121 West Ketchum,Ketchum,OK,74349.0,(918) 782-3364,-95.032749,36.52463,"(36.52463, -95.032749)",74349.0,Ketchum,Craig
1433,1815.0,Ketchum,11-Dec-18,66.22,Ketchum Tag Office,121 West Ketchum,Ketchum,OK,74349.0,(918) 782-3364,-95.032749,36.52463,"(36.52463, -95.032749)",74349.0,Ketchum,Craig
1434,1815.0,Ketchum,10-Jan-19,64.26,Ketchum Tag Office,121 West Ketchum,Ketchum,OK,74349.0,(918) 782-3364,-95.032749,36.52463,"(36.52463, -95.032749)",74349.0,Ketchum,Craig
